,Unnamed: 0,client_id,province,transaction_method,card_type,amount(eur),time,possible_fraud,hour,mean_amount,std_amount,z_score
4174,4174,user_379,Zaragoza,Online,Visa,2886.0,2024-05-05 02:53:59.557530490,Y,2,3520.2226666666666,1055.484781127791,-0.6008828151827982
4176,4176,user_831,Murcia,Physical Card,Mastercard,2508.39,2024-05-16 02:13:21.210173017,Y,2,2749.42375,1534.4644619255603,-0.15708004713092732
4180,4180,user_1281,Barcelona,Contactless,Visa,4853.99,2024-05-30 03:53:45.602722889,Y,3,2631.695882352941,1531.996469182692,1.4505869708907586
4182,4182,user_876,Valencia,Online,Mastercard,642.05,2024-05-05 05:17:29.333459393,Y,5,1447.0631250000001,1138.177343344576,-0.707282682885287
4189,4189,user_42,Valladolid,Contactless,Mastercard,117.51,2024-05-20 02:10:05.162144275,Y,2,2318.3841176470587,1489.8820953688703,-1.4772136160896399
4193,4193,user_1089,Vizcaya,Online,American Express,2050.39,2024-05-19 05:29:15.923229649,Y,5,2732.62,1347.8665372318856,-0.5061554546795829
4196,4196,user_190,Madrid,Contactless,Visa,597.71,2024-05-05 02:58:12.786234281,Y,2,3166.2940000000003,1565.5703955523686,-1.640669756720678
4209,4209,user_145,Málaga,Online,Visa,4793.09,2024-05-26 04:54:00.238252812,Y,4,2631.0092857142854,1646.3833268968883,1.3132304481975139
4210,4210,user_1290,Valencia,Contactless,Mastercard,3501.14,2024-05-21 05:46:37.428382339,Y,5,2678.7239999999997,1293.024486527614,0.636040545688797
4213,4213,user_1846,Alicante,Online,Visa,4142.82,2024-05-10 05:17:37.502127257,Y,5,2272.725,1078.4164162591103,1.7341121405468976
4214,4214,user_1616,Asturias,Contactless,Mastercard,4252.08,2024-05-07 03:05:01.219627493,Y,3,2406.3075,1289.07373854511,1.4318595164953078
4220,4220,user_1855,Córdoba,Online,Mastercard,447.62,2024-05-24 02:04:42.499763638,Y,2,2418.055263157895,1587.6970033226266,-1.241065051476635
4230,4230,user_469,Cantabria,Online,Visa,1101.97,2024-05-29 05:50:38.404084334,Y,5,1896.5833333333333,1545.7899547557583,-0.5140500045873863
4235,4235,user_7,Valladolid,Online,Mastercard,1679.34,2024-05-14 05:24:54.525857993,Y,5,1679.3355555555554,1535.4855700568396,2.894487926937452e-06
4246,4246,user_1006,Madrid,Online,Visa,1995.39,2024-05-18 04:14:06.818568592,Y,4,2007.6975000000002,1650.5672002740316,-0.0074565276699772014
4251,4251,user_189,Toledo,Online,Mastercard,3411.77,2024-05-14 03:03:31.364280987,Y,3,2788.1150000000002,1731.8162471825801,0.3601161503217204
4262,4262,user_210,Murcia,Online,American Express,769.45,2024-05-07 02:20:42.318237685,Y,2,1504.886,1028.2277085743217,-0.7152462376448802
4283,4283,user_886,Cádiz,Physical Card,Mastercard,2521.77,2024-05-12 05:56:05.150798903,Y,5,2655.7365,1484.4384544554391,-0.09024725787580404
4287,4287,user_1944,Albacete,Contactless,Mastercard,1430.12,2024-05-27 05:24:50.441524061,Y,5,2734.421875,1465.6480452469652,-0.8899147917740525
4292,4292,user_20,Pontevedra,Physical Card,Visa,472.5,2024-05-22 04:10:50.770539850,Y,4,2544.8175,1501.6216283138704,-1.3800530446054833
4297,4297,user_564,Asturias,Online,Mastercard,4354.96,2024-05-01 05:14:25.538432447,Y,5,3213.6795,1542.31226608306,0.739980174636397
4322,4322,user_1667,Valencia,Contactless,Visa,1414.4,2024-05-06 05:16:40.321452207,Y,5,1414.4,,
4323,4323,user_147,Alicante,Physical Card,Visa,1994.76,2024-05-23 02:05:31.511770823,Y,2,2458.01,1305.625499168885,-0.35481077866117716
4325,4325,user_1924,Las Palmas,Online,Visa,1405.15,2024-05-25 03:30:24.676184173,Y,3,2240.076666666667,1721.799715700952,-0.4849150914900486
4326,4326,user_693,Almería,Contactless,Mastercard,474.17,2024-05-23 02:35:04.112697362,Y,2,2213.1092857142858,1486.707317486761,-1.1696581198335096
4327,4327,user_1834,Jaén,Online,Visa,2845.94,2024-05-19 02:27:47.088966625,Y,2,1826.7664285714286,1327.3363563665457,0.7678336892831445
4328,4328,user_752,Lugo,Contactless,Visa,4382.71,2024-05-08 05:46:41.512716271,Y,5,2742.4936363636366,1664.2216580207862,0.9855756627918353
4334,4334,user_762,Madrid,Contactless,Mastercard,1762.54,2024-05-22 03:09:38.954334877,Y,3,2920.628571428572,1424.875316199381,-0.8127648491501569
4345,4345,user_432,Pontevedra,Physical Card,Mastercard,2932.62,2024-05-15 04:14:27.240238252,Y,4,2914.495,1471.0025048148043,0.01232152898494343
4348,4348,user_673,Barcelona,Contactless,Mastercard,3124.68,2024-05-30 02:39:54.100406542,Y,2,1654.2136363636362,1071.2457984260448,1.3726694338469134
4349,4349,user_613,Teruel,Contactless,Mastercard,3376.75,2024-05-22 04:12:57.384891746,Y,4,2697.1385714285716,1280.4619674350422,0.5307548727376825
4359,4359,user_741,Málaga,Contactless,Mastercard,3583.79,2024-05-25 02:56:38.846553843,Y,2,3583.79,,
4369,4369,user_1007,Barcelona,Contactless,Mastercard,1986.85,2024-05-29 05:16:52.574454004,Y,5,2692.4273684210525,1549.5701661136086,-0.4553374760632313
4379,4379,user_1553,Las Palmas,Physical Card,Visa,197.47,2024-05-22 05:28:55.501559988,Y,5,2230.218,1562.5756347895276,-1.3008957484952737
4380,4380,user_517,La Coruña,Contactless,Visa,4800.45,2024-05-01 03:16:15.134726292,Y,3,4279.178,963.3763898497823,0.5410886186252509
4388,4388,user_1798,Ciudad Real,Online,Mastercard,1652.54,2024-05-13 05:40:29.838328448,Y,5,2222.90375,1651.7742787716688,-0.3453036878768613
4391,4391,user_1306,Navarra,Contactless,Mastercard,3830.52,2024-05-19 04:44:57.021839841,Y,4,2397.0041176470586,1441.099234057369,0.9947378004753519
4393,4393,user_1815,Madrid,Online,Mastercard,3643.84,2024-05-22 02:12:40.366833695,Y,2,3204.116666666667,1567.1178253192493,0.2805936645151452
4404,4404,user_548,Sevilla,Online,Mastercard,826.96,2024-05-27 03:35:06.495225489,Y,3,2960.0157142857142,1693.0744883776492,-1.2598711568382719
4407,4407,user_1498,Murcia,Online,Mastercard,1435.4,2024-05-10 04:54:24.744256405,Y,4,2443.37,1361.0715017465714,-0.7405709389304969
4409,4409,user_5,Málaga,Physical Card,Visa,2573.8,2024-05-02 04:29:17.625035454,Y,4,2527.91875,1781.960144354986,0.025747629735348512
4413,4413,user_13,Alicante,Physical Card,Visa,1779.42,2024-05-30 05:26:36.634206296,Y,5,2755.0368750000002,1229.6862688166643,-0.7933868172235858
4414,4414,user_452,Barcelona,Online,Visa,4872.96,2024-05-14 02:29:45.534650657,Y,2,2354.065,1435.8007015413618,1.7543486343863142
4421,4421,user_1449,Barcelona,Physical Card,Mastercard,2274.24,2024-05-22 02:50:39.425167817,Y,2,2563.568,1436.9521538370172,-0.2013483881334693
4425,4425,user_67,Ciudad Real,Physical Card,Mastercard,302.02,2024-05-20 03:17:36.821404935,Y,3,2717.11,1512.6029018880006,-1.5966450923672917
4427,4427,user_691,Murcia,Online,Visa,2426.92,2024-05-23 05:51:19.247423655,Y,5,2430.7092857142857,947.9160161717044,-0.003997490969283517
4428,4428,user_579,Santa Cruz de Tenerife,Online,Mastercard,3816.72,2024-05-29 02:06:57.282783398,Y,2,2438.0566666666664,1603.8053678880947,0.8596201016266517
4430,4430,user_1599,Baleares,Online,Visa,4954.82,2024-05-15 23:16:05.604613784,Y,23,4954.82,,
4455,4455,user_1584,Murcia,Online,Visa,3581.54,2024-05-17 04:08:35.987520090,Y,4,2778.605625,1445.8145533918184,0.5553508733996005
4458,4458,user_622,Valladolid,Physical Card,Mastercard,1515.97,2024-05-12 05:30:45.778576155,Y,5,2279.728888888889,1429.2213052781963,-0.5343881217473343
4476,4476,user_213,Granada,Online,Mastercard,2067.58,2024-05-15 05:24:05.513850808,Y,5,2423.8811111111113,1541.3673816083274,-0.23115910934830594
4477,4477,user_874,Madrid,Online,Mastercard,252.0,2024-05-16 02:34:27.353691973,Y,2,2487.1491666666666,1600.971943808785,-1.3961201352155774
4481,4481,user_32,Baleares,Online,Visa,2013.25,2024-05-30 03:34:46.073555828,Y,3,2408.9707142857146,1288.6402823337849,-0.3070839238154552
4483,4483,user_1526,Barcelona,Contactless,Mastercard,4612.9,2024-05-12 03:53:41.518388957,Y,3,2333.3810000000003,1460.5741239773563,1.5607006604995417
4487,4487,user_113,Cantabria,Online,Mastercard,530.85,2024-05-10 04:52:18.129904509,Y,4,2619.920769230769,1680.0909535620463,-1.2434271875588783
4494,4494,user_663,Madrid,Online,Mastercard,1343.03,2024-05-15 03:17:28.652737071,Y,3,2103.35375,1257.9201452920877,-0.6044292659161237
4502,4502,user_1324,Madrid,Online,American Express,3188.73,2024-05-23 02:51:57.027512527,Y,2,2311.196875,1593.5050346608834,0.5506936632846907
4504,4504,user_507,Alicante,Contactless,Visa,1975.98,2024-05-12 04:42:13.648482556,Y,4,2816.6358333333333,1428.3087977137561,-0.5885672864852065
4514,4514,user_1985,Alicante,Contactless,Visa,2154.37,2024-05-31 03:46:36.747660017,Y,3,1976.9233333333334,1551.0511613827143,0.11440413513405853
4535,4535,user_179,Lérida,Online,Visa,684.36,2024-05-13 03:52:52.506381771,Y,3,2830.036666666667,1796.949548970885,-1.1940661705808593
4543,4543,user_1043,Burgos,Contactless,Mastercard,109.25,2024-05-19 04:04:51.349153824,Y,4,2477.5142857142855,1888.8593047732727,-1.2538066121333256
4545,4545,user_799,Madrid,Contactless,Mastercard,240.08,2024-05-08 03:10:32.050675995,Y,3,1973.314285714286,1566.711033720073,-1.1062884274190705
4550,4550,user_1731,Barcelona,Online,Mastercard,180.34,2024-05-25 04:10:30.348870190,Y,4,2760.162,1458.2117390636922,-1.7691683113568168
4554,4554,user_1657,Huelva,Online,American Express,1604.49,2024-05-01 04:30:06.637042639,Y,4,2002.5763636363636,1431.4408026759104,-0.2781018697330605
4557,4557,user_1007,Córdoba,Online,Visa,1538.48,2024-05-06 03:45:55.904320695,Y,3,2692.4273684210525,1549.5701661136086,-0.7446886844209218
4562,4562,user_1291,Albacete,Contactless,Visa,4286.44,2024-05-24 02:15:15.571523116,Y,2,2704.3575,1349.5065737397008,1.1723414548591589
4570,4570,user_754,Santa Cruz de Tenerife,Online,Visa,1337.33,2024-05-23 02:26:37.655289779,Y,2,2380.4645,1389.7434734264148,-0.750594998246799
4572,4572,user_1613,Barcelona,Online,Visa,4420.57,2024-05-09 03:58:15.168762409,Y,3,2488.248235294118,1375.5346910121682,1.4047786488641807
4579,4579,user_1817,Barcelona,Online,Visa,1362.87,2024-05-25 05:01:09.093315685,Y,5,2460.4266666666667,885.849048408738,-1.2389883678694715
4587,4587,user_137,Madrid,Online,Visa,2200.37,2024-05-18 02:01:10.114399168,Y,2,2790.5969230769233,1506.9346270126464,-0.39167387390054986
4588,4588,user_1638,Santa Cruz de Tenerife,Online,Visa,184.35,2024-05-25 05:20:08.622482745,Y,5,2661.905,1564.7339523747435,-1.583371407158322
4595,4595,user_1836,Las Palmas,Contactless,Visa,571.91,2024-05-04 05:35:11.260281743,Y,5,1940.8635294117648,1543.9472225919073,-0.8866582415386123
4597,4597,user_1339,Madrid,Physical Card,Mastercard,1408.68,2024-05-10 05:38:43.645646213,Y,5,2187.62,1500.5975686298368,-0.519086540111639
4599,4599,user_368,Pontevedra,Online,Visa,2038.1,2024-05-05 02:24:26.956603951,Y,2,2413.209444444444,1681.4776266636022,-0.22308322067224806
4604,4604,user_921,Sevilla,Online,Visa,3609.11,2024-05-12 03:07:16.002647253,Y,3,2917.180588235294,1501.8269604654467,0.4607251234524801
4629,4629,user_255,Palencia,Contactless,Mastercard,3561.91,2024-05-16 05:14:50.044436040,Y,5,2146.934705882353,1593.3478781135557,0.8880517014231112
4630,4630,user_1288,Valencia,Contactless,Mastercard,3718.06,2024-05-26 03:33:48.892880779,Y,3,2508.7317647058826,1185.1054553247325,1.0204393455962513
4635,4635,user_1253,Orense,Contactless,Visa,424.3,2024-05-11 05:46:21.091046610,Y,5,2053.293333333333,1496.3173427532818,-1.0886683504823398
4637,4637,user_51,Alicante,Contactless,Visa,2876.4,2024-05-05 04:05:44.445494941,Y,4,2930.002,795.6882280809905,-0.06736558127707262
4638,4638,user_1531,Valladolid,Contactless,Discover,1373.97,2024-05-06 05:41:59.693674955,Y,5,2437.5955555555556,1442.8862888678295,-0.7371513360142444
4639,4639,user_750,Zaragoza,Online,Mastercard,4224.0,2024-05-12 03:41:01.832277583,Y,3,2752.9558333333334,1871.811241053864,0.7858934354077507
4654,4654,user_1327,Valladolid,Contactless,Visa,1905.22,2024-05-22 03:18:05.411742460,Y,3,2113.7554545454545,1466.172838913364,-0.14223115379767093
4658,4658,user_545,Madrid,Online,Visa,3538.11,2024-05-24 04:21:52.432636853,Y,4,2889.2433333333333,1338.6690575366492,0.48471028968181146
4660,4660,user_1100,Barcelona,Contactless,Mastercard,1235.96,2024-05-12 04:08:27.818852226,Y,4,1907.6135000000002,1356.1962755181166,-0.49524800511887845
4669,4669,user_302,Albacete,Online,American Express,2706.02,2024-05-11 04:59:55.575304906,Y,4,2220.1645454545455,1537.659924211876,0.315970681745171
4672,4672,user_798,Madrid,Online,Visa,2284.24,2024-05-13 02:32:41.161009738,Y,2,2837.362666666667,1159.369346692211,-0.4770892625760529
4674,4674,user_200,La Coruña,Online,Mastercard,1576.26,2024-05-11 02:27:59.341968422,Y,2,2067.8193333333334,1132.7988493516318,-0.43393346807748084
4679,4679,user_771,Ciudad Real,Contactless,Mastercard,693.37,2024-05-17 05:28:47.332892124,Y,5,2371.9855555555555,1155.5464213406583,-1.4526595596289724
4687,4687,user_300,Baleares,Online,Visa,3568.17,2024-05-05 03:42:31.687624090,Y,3,2626.588947368421,1475.8697776975625,0.6379838295086555
4694,4694,user_1041,Barcelona,Contactless,Visa,4621.59,2024-05-07 02:43:55.076108537,Y,2,2703.266,1266.1147539145097,1.5151264876023463
4697,4697,user_1287,Valladolid,Online,Visa,4995.98,2024-05-16 07:46:46.277772525,Y,7,2490.4555,1559.9152345880004,1.606192724094877
4709,4709,user_417,Orense,Contactless,Mastercard,1619.27,2024-05-16 05:57:02.331473953,Y,5,2463.980526315789,1714.226906368108,-0.49276471112302006
4720,4720,user_226,Pontevedra,Online,Mastercard,264.14,2024-05-27 04:13:05.553559610,Y,4,2322.969,1619.5816142802862,-1.2712104051112656
4721,4721,user_1670,Valencia,Online,Visa,790.88,2024-05-11 03:24:57.929469603,Y,3,2296.6555,1628.8953898415655,-0.9244151032599208
4727,4727,user_60,Málaga,Online,Visa,339.9,2024-05-25 03:15:38.375720903,Y,3,2419.89875,1662.6082743884683,-1.2510455902579058
4730,4730,user_1118,Almería,Online,Mastercard,705.06,2024-05-30 02:27:14.414295168,Y,2,2443.445,1613.827994380866,-1.0771810912022999
4740,4740,user_283,Castellón,Physical Card,American Express,749.46,2024-05-14 04:13:09.637893542,Y,4,2251.92125,1488.8688201847513,-1.0091293669603223
4751,4751,user_1743,Murcia,Online,Mastercard,2644.18,2024-05-26 03:52:48.422047839,Y,3,2383.645882352941,1488.993831375985,0.17497326863087015
4752,4752,user_795,Cuenca,Contactless,Visa,3996.27,2024-05-13 03:27:33.134159024,Y,3,2675.24875,1627.3559529708439,0.8117592513109315
4758,4758,user_271,Cáceres,Online,Visa,183.21,2024-05-15 02:47:56.051810532,Y,2,2382.17,3109.799055115941,-0.7071067811865476
4771,4771,user_1944,Baleares,Contactless,Mastercard,4971.79,2024-05-20 21:09:36.912167911,Y,21,2734.421875,1465.6480452469652,1.5265384703071725
4772,4772,user_1560,Valladolid,Online,Mastercard,842.9,2024-05-02 02:24:47.378273612,Y,2,2147.237894736842,1650.8535998371635,-0.7900990704842021
4773,4773,user_860,Huelva,Online,Mastercard,4998.99,2024-05-27 05:37:30.127635435,Y,5,2822.78375,1682.3014860765466,1.293588734249611
4774,4774,user_1765,Huelva,Online,Visa,3222.11,2024-05-31 05:59:33.451829441,Y,5,2931.9753846153844,807.1583115950199,0.3594519330554656
4775,4775,user_823,Barcelona,Physical Card,Visa,2360.46,2024-05-20 05:55:52.897797107,Y,5,2207.0060000000003,1643.3958420985084,0.09337616420158946
4779,4779,user_379,Madrid,Contactless,Mastercard,3266.66,2024-05-26 02:05:11.090101162,Y,2,3520.2226666666666,1055.484781127791,-0.24023337067516376
4782,4782,user_62,Orense,Online,Mastercard,4998.67,2024-05-17 19:56:05.831521225,Y,19,3570.3216666666667,1742.3282313205702,0.8197929113796998
4789,4789,user_1929,Madrid,Online,Mastercard,2825.49,2024-05-22 03:01:12.496927295,Y,3,2829.6375,1417.7512641621356,-0.0029254073721113067
4798,4798,user_1808,Madrid,Physical Card,Visa,4183.21,2024-05-25 03:59:57.277110711,Y,3,2392.9894444444444,1530.0624210468256,1.1700310594718986
4799,4799,user_157,Sevilla,Online,Mastercard,1329.86,2024-05-11 03:50:17.301692351,Y,3,2816.365,1308.801889943848,-1.1357754075857698
4802,4802,user_831,Barcelona,Physical Card,Mastercard,2274.18,2024-05-16 05:08:30.201380353,Y,5,2749.42375,1534.4644619255603,-0.30971310303506727
4803,4803,user_766,Zaragoza,Contactless,Discover,3279.72,2024-05-24 02:36:21.715042072,Y,2,2781.4185714285713,1097.5269886841552,0.4540220274390254
4804,4804,user_88,Baleares,Contactless,Mastercard,2743.03,2024-05-12 02:33:30.173016923,Y,2,2148.808,1154.9857632004775,0.5144842637310133
4808,4808,user_1372,Málaga,Online,Mastercard,562.45,2024-05-04 05:03:32.045003309,Y,5,2930.4572222222223,1628.8803249970265,-1.4537637823248588
4811,4811,user_1372,Murcia,Online,Mastercard,4895.16,2024-05-15 05:49:24.886073555,Y,5,2930.4572222222223,1628.8803249970265,1.2061676647615989
4813,4813,user_414,Madrid,Contactless,Visa,2768.45,2024-05-07 03:00:47.990923702,Y,3,2638.34,1495.3675113747122,0.08700871124342385
4820,4820,user_1097,Madrid,Online,Mastercard,2989.99,2024-05-06 02:10:58.258485392,Y,2,2465.057894736842,1108.6110091189635,0.4735043229277799
4822,4822,user_1863,Guipúzcoa,Online,Visa,3533.65,2024-05-16 02:15:27.824524912,Y,2,2045.215263157895,1113.1811860128532,1.3371001554323063
4845,4845,user_1993,Madrid,Contactless,Mastercard,4594.49,2024-05-10 04:54:24.744256405,Y,4,2681.5465,1338.3089015119238,1.4293736654063167
4856,4856,user_601,Cáceres,Contactless,Visa,4297.89,2024-05-21 04:11:39.782547036,Y,4,2517.26,1247.7354951181674,1.4270893205866237
4857,4857,user_1866,Tarragona,Contactless,Mastercard,4567.34,2024-05-25 05:20:08.622482745,Y,5,2509.1800000000003,2910.677785533809,0.7071067811865476
4859,4859,user_1155,Madrid,Online,Mastercard,4693.14,2024-05-11 04:45:09.274841637,Y,4,2935.3135,1364.2293756406177,1.288512424220858
4865,4865,user_22,Valladolid,Contactless,Visa,3820.54,2024-05-20 04:06:08.951498534,Y,4,2722.875,1506.6515991307208,0.7285460026945246
4873,4873,user_910,Sevilla,Contactless,Visa,281.67,2024-05-27 02:06:28.692445873,Y,2,281.67,,
4893,4893,user_1455,Barcelona,Online,Mastercard,4977.2,2024-05-23 14:09:20.234471022,Y,14,3329.3575,1655.644964406405,0.9952873565443406
4894,4894,user_1671,Pontevedra,Online,Visa,1428.23,2024-05-07 03:28:13.977498345,Y,3,2414.915333333333,1483.233755976961,-0.6652257807357096
4895,4895,user_1272,Badajoz,Online,Visa,1427.27,2024-05-16 02:59:46.725914720,Y,2,2764.838888888889,1516.5236549730473,-0.8819967196045229
4896,4896,user_266,Baleares,Physical Card,Visa,1863.77,2024-05-16 05:54:55.717122057,Y,5,2223.061,1163.7002215008429,-0.308748759656174
4899,4899,user_902,Gerona,Online,Mastercard,1718.55,2024-05-28 03:23:44.411458825,Y,3,2970.3970588235293,1393.0443040144341,-0.8986412386282283
4904,4904,user_1874,Lérida,Physical Card,Visa,4995.18,2024-05-20 12:00:57.180675049,Y,12,2087.1627272727274,1632.0532670172927,1.781815172026772
4905,4905,user_1670,Álava,Online,Visa,2256.03,2024-05-04 02:02:03.210740285,Y,2,2296.6555,1628.8953898415655,-0.02494052119820358
4912,4912,user_1509,Zaragoza,Contactless,Visa,2903.3,2024-05-19 04:21:44.263968989,Y,4,2381.1933333333336,1439.0231909701802,0.36282018937767474
4928,4928,user_130,Zaragoza,Contactless,Mastercard,233.44,2024-05-12 02:39:50.016072610,Y,2,2641.6711764705883,1417.105601622028,-1.6994013528096366
4929,4929,user_1384,Zaragoza,Contactless,Mastercard,2838.87,2024-05-07 02:50:14.919164224,Y,2,2693.7000000000003,1430.9055260529567,0.1014532387756164
4943,4943,user_1404,Córdoba,Physical Card,Visa,4967.4,2024-05-27 03:20:20.194762220,Y,3,2753.837857142857,1816.7562031276368,1.2184145231189438
4949,4949,user_905,Valencia,Online,Mastercard,1132.84,2024-05-12 04:42:13.648482556,Y,4,2233.2366666666667,1967.6460031299666,-0.5592452427500921
4952,4952,user_295,Jaén,Online,Mastercard,4949.9,2024-05-01 10:58:23.677791434,Y,10,2371.4066666666663,2248.1295566388812,1.1469505063526544
